codigo,region,distrito,municipioEscolar,nombreEscuela,director,nivel,grados,zona,estatus,telefono,direccionFisica,direccionFisicaPueblo,direccionFisicaEstado,zipCode,latitud,longitud,puntuacion,starsEscuela,year,ETLLastUpdate,ETLCreatedDate
54288,Ponce,PONCE,Ponce I,Ernesto Ramos Antonini,WANDA MALDONADO,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,URBANA,ABIERTA,842-3216,301 C AVE TITO CASTRO,Ponce,PR,7310000,18.02032,-66.61032,0.24646114475666253,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
63131,San Juan,SAN JUAN II,San Juan IV,Ernesto Ramos Antonini,JOSE ALICEA,Primario,6 7 8      EEI,URBANA,ABIERTA,726-4480,AVE BORINQUEN BO OBRERO,San Juan,PR,9240000,18.43614,-66.0504,0.20271738485369106,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
64402,San Juan,SAN JUAN I,San Juan II,Ernesto Ramos Antonini (Música),MARISOL MARRERO,Todos los niveles,6789101112,URBANA,ABIERTA,754-1335,AVE CHARDON 125,San Juan,PR,9190000,18.42761,-66.06239,0.7611177185712308,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
28555,Caguas,CIDRA,Cidra,Ernesto Vicente Carattini,MABEL COLÓN LÓPEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,(787) 739-4360,CARR 782 KM 6 HM 2 BO CEIBA,Cidra,PR,7390000,18.21333333,-66.16472222,0.7322075860905221,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
36012,Humacao,LAS PIEDRAS,Humacao,Escuela de Bella Artes,WILFREDO PEÑA RAMOS,Todos los niveles,6789101112,URBANA,ABIERTA,285-5575,ZONA INDUSTRIAL BO CATAÑO,Humacao,PR,7910000,18.13949,-65.8234,0.8198642236338206,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
48017,Mayagüez,MAYAGUEZ,Hormigueros,Escuela Elemental Nueva,JOHAN BOBE CRUZ,Primario,PK K 1 2 3 4 5        EEE,URBANA,ABIERTA,849-2610,CARR 309 KM 1.9 INTERIOR BO JUANAJIBO,Hormigueros,PR,6600000,18.13944,-67.13317,0.8424271495838573,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
40519,Mayagüez,AGUADILLA,Añasco,Escuela Especializada Alcides Figueroa,ROSA E. COLLADO GONZALEZ,Todos los niveles,6789101112,URBANA,ABIERTA,826-0570,CALLE MARIA MONAGAS,Añasco,PR,6100000,18.28147,-67.13728,0.8739152302255095,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
22772,Caguas,CIDRA,Cayey,Especializada de Bellas Artes,LIZZETTE COLÓN BENÍTEZ,Todos los niveles,7 8 9 10 11 12   EES,URBANA,ABIERTA,(787) 738-3321,DESVIO MATIAS SOTO #57,Cayey,PR,7360000,18.116236,-66.167245,0.7982028209923032,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12260,Bayamón,OROCOVIS,Morovis,Esperanza González,HAROLD E. PADILLA MELÉNDEZ,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,862-2792,CARR 159 KM 9 RAMAL 618 BO CUCHILLAS,Morovis,PR,00687-0000,18.30802,-66.39342,0.749832076342841,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
40626,Mayagüez,AGUADILLA,Añasco,Espino,AXEL M. SOTO DÍAZ,Primario,PK K 1 2 3 4 5,RURAL,ABIERTA,826-5915,CARR.109 KM.5 HM.0 BO ESPINO,Añasco,PR,6100000,18.27477,-67.12477,0.809059275172297,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
47084,Mayagüez,MAYAGUEZ,Mayagüez,Esteban Rosado Báez,DRA.ILEANA RUIZ RODZ,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,831-6199,CARR. 341 BO. MANI,Mayagüez,PR,6800000,18.23021,-67.17206,0.6453146319261793,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
46664,Mayagüez,AGUADILLA,Aguadilla,Ester Feliciano Mendoza,NEFTALÍ RODRÍGUEZ MEDINA,Primario,6 7 8      EEI,RURAL,ABIERTA,890-2418,CALLE E BASE RAMEY,Aguadilla,PR,6030000,18.50035,-67.14558,0.45954621214357955,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
31617,Humacao,FAJARDO,Naguabo,Eugenio Brac,CHRISTINE M. RÍOS MELÉNDEZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,874-3295,2 CALLE ANTONIO RIOS,Naguabo,PR,7180000,18.20984,-65.73354,0.8148960321978728,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
57281,Caguas,GUAYAMA,Salinas,Eugenio Guerra Cruz,ARLENE ALVARADO SUÁREZ,Todos los niveles,789101112,RURAL,ABIERTA,824-1534,CARR 712 KM 3 HM 0 BO QUEBRADA YEGUA,Salinas,PR,7510000,18.03119,-66.23112,0.5781071127654175,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
56440,Ponce,PONCE,Ponce III,Eugenio Le Compte Benítez,GARY CASTRO CABRERA,Primario,6 7 8      EEI,URBANA,ABIERTA,844-4554,CARR 132 VILLA FINAL 1150,Ponce,PR,7310000,18.01455,-66.64664,0.3774849470827771,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
10272,Arecibo,ARECIBO,Arecibo I,Eugenio María de Hostos,HERMINIO FLORES ONOFRE,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,881-3540,CARR 682 KM 7 HM 5 BO GARROCHALES,Arecibo,PR,6120000,18.45702,-66.60817,0.4344122813475635,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11403,Arecibo,ARECIBO,Hatillo,Eugenio María de Hostos,OFELIA CANDELARIA VEGA,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,898-1586,CARR 2 KM 84 HM 5 CALLE B BO CARRIZALES,Hatillo,PR,6590000,18.45603,-66.80989,0.4569710922767871,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
47977,Mayagüez,MAYAGUEZ,Las Marías,Eugenio María de Hostos (Intermedia),OTNIEL SANCHEZ SANTOS,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,URBANA,ABIERTA,827-2100,AVE MATIAS BRUGMAN,Las Marías,PR,6700000,18.24659,-66.99741,0.47281262358489246,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
48298,Mayagüez,MAYAGUEZ,Mayagüez,Eugenio María de Hostos (Superior),MARIBEL LOPEZ,Secundario,9101112,URBANA,ABIERTA,,CALLE NANADICH ESQ VAZQUEZ,Mayagüez,PR,6800000,18.19839,-67.14438,0.40818905634682023,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
46219,Mayagüez,MAYAGUEZ,Las Marías,Eva y Patria Custodio,RICHARD RODRIGUEZ HDEZ,Secundario,9101112,URBANA,ABIERTA,827-4115,CARR.120 KM.0 HM.6 BO. MARAVILLA SUR,Las Marías,PR,6700000,18.24694,-66.98916,0.7784922124455042,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12138,Arecibo,MANATI,Manatí,Evaristo Camacho,LUIS A. NEVAREZ HERNÁNDEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,854-6315,CARR 643 KM 2 HM 1 BO PUGNADO,Manatí,PR,6740000,18.38165,-66.46826,0.8045356704759227,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61556,San Juan,SAN JUAN II,San Juan V,Evaristo Rivera Chevremont,RAMÓN ALBERTO ORTIZ DE JESÚS,Primario,K 1 2 3 4 5 6 7 8     EEE,URBANA,ABIERTA,792-0255,CALLE 58 ESQ 17 RES VISTA HERMOSA,San Juan,PR,9280000,18.39201,-66.08751,0.6012953646453184,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
17780,Arecibo,ARECIBO,Arecibo I,Factor 5,LEONARDO GUADARRAMA REYES**,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,881-3090,1 SECC ANIMAS BO FACTOR,Arecibo,PR,6120000,18.4445,-66.63999,0.7628926518927951,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
69021,San Juan,GUAYNABO,Trujillo Alto,Fair View,BRENDA L. RUIZ HERNANDEZ,Primario,PK K 1 2 3 4 5 6       EEE,URBANA,ABIERTA,761-3280,CALLE 7 ESQ 18 URB FAIR VIEW,Trujillo Alto,PR,9760000,18.36276,-66.03383,0.3685870021756298,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70599,Bayamón,BAYAMON,Bayamón I,Faustino Santiago,MARÍA MALAVET PANTOJA,Primario,K 1 2 3 4 5 6       EEE,URBANA,ABIERTA,787-3251,URB JARDINES DE CAPARRA AVE COLECTORA CENTRAL,Bayamón,PR,9590000,18.39319,-66.13266,0.23167972420402105,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
63032,San Juan,SAN JUAN II,San Juan IV,Federico Asenjo (Pre-Téc),IVETTE LOPEZ,Todos los niveles,6789,URBANA,ABIERTA,(787) 726-2400,AVE BORINQUEN 32015 BO OBRERO,San Juan,PR,9150000,18.43822,-66.05556,0.3823863958108219,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
20552,Caguas,BARRANQUITAS,Barranquitas,Federico Degetau,David Rosa Fonseca**,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,857-0646,CARR 156 KM 11 HM 4 BO PALO HINCADO,Barranquitas,PR,7940000,18.18951,-66.34152,0.6691611269351638,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
27599,Caguas,BARRANQUITAS,Aibonito,Federico Degetau II,CARMEN T ALICEA BURGOS,Primario,K 1 2 3 4 5 6       EEE EEI EES,URBANA,ABIERTA,735-7628,CALLE SAN JOSE ESQ. IGNACIO LOPEZ,Aibonito,PR,7050000,18.13952,-66.26427,0.6703879013525972,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
51631,Ponce,SANTA ISABEL,Juana Díaz,Felipe Colón Díaz,NELLY M. GARCÍA GARCÍA *,Primario,6 7 8      EEI,URBANA,ABIERTA,837-2365,CALLE MARIANO ABRIL,Juana Díaz,PR,7950000,18.05091,-66.50742,0.33074052000399135,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
62521,San Juan,SAN JUAN II,San Juan III,Felipe Gutiérrez,LIZETTE M RODRIGUEZ DIAZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,767-5395,CALLE ARITIDES CHAVIER VILLA PRADES,San Juan,PR,9240000,18.40662,-66.02355,0.45720164852268824,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
25619,Caguas,GURABO,Caguas I,Felipe Rivera Centeno,CARMEN L. LOPEZ MIRANDA,Primario,678,URBANA,ABIERTA,746-5660,URB SANTA JUANA CALLE 1,Caguas,PR,7250000,18.24914,-66.02688,0.4217784075428454,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12070,Arecibo,MANATI,Manatí,Félix Córdova Dávila,MARÍA E. ALVARADO RIVERA,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,854-4255,CARR 668 KM 1 HM 8 BDA CORDOVA DAVILA,Manatí,PR,6740000,18.43551,-66.4838,0.8790530865932039,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
52795,Caguas,GUAYAMA,Salinas,Félix Garay Ortiz,DAISY DE JESÚS MELÉNDEZ,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,824-4265,CALLE ANTONIA SAEZ BO COCO,Salinas,PR,7510000,18.00184,-66.26368,0.8639884150555651,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
35535,Humacao,CANOVANAS,Río Grande,Félix Sánchez Cruz,MANUEL OTERO AVILA,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,888-7699,CALLE 7 NORTE URB RIO GRANDE ESTATES,Río Grande,PR,7450000,18.38203,-65.79582,0.7292506079070333,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
36350,Humacao,FAJARDO,Naguabo,Fermín Delgado Díaz,LUIS F.VELÁZQUEZ SOLER,Todos los niveles,PK K 1 2 3 4 5 6 7 8 9,RURAL,ABIERTA,(787) 874-6445,CARR #31 INT #850 BO PEÑA POBRE SEC-HIGUERILLO,Naguabo,PR,7180000,18.23646,-65.81325,0.4865662095974468,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12088,Arecibo,MANATI,Manatí,Fernando Callejo,MARÍA D. RIVERA RIVERA,Secundario,9 10 11 12   EES,URBANA,ABIERTA,854-2629,CALLE VENDING ESQ ROSARIO,Manatí,PR,6740000,18.42736,-66.48723,0.19626320336993625,1,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
52050,Ponce,PONCE,Ponce III,Fernando L. Malavé Oliveras,EDGAR ORTIZ,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,URBANA,ABIERTA,844-2048,CALLE RAMOS ANTONINI 39 SECTOR EL TUQUE,Ponce,PR,7310000,17.98809,-66.65638,0.5950852985852314,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
10702,Arecibo,MANATI,Barceloneta,Fernando Suria Chávez,GILBERTO MÉNDEZ AGOSTO,Secundario,9 10 11 12   EES,URBANA,ABIERTA,846-6750,CALLE GEORGETTI BO PUEBLO,Barceloneta,PR,6170000,18.45177,-66.5383,0.45236362237295,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70904,Bayamón,COROZAL,Corozal,Fidel López Colon,ALFREDO COLLAZO OLIVERAS,Primario,K 1 2 3 4 5,URBANA,ABIERTA,859-4592,BO PUEBLO,Corozal,PR,7830000,18.34097,-66.30778,0.4446055529998315,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
33225,Humacao,FAJARDO,Naguabo,Fidelina Meléndez Monsanto,LUCIANNE NEGRÓN UMPIERRE,Primario,6 7 8             EEI,URBANA,ABIERTA,874-3315,CALLE ANTONIO RIOS LATERAL 7,Naguabo,PR,7180000,18.21099,-65.73378,0.766242219055775,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
35592,Humacao,LAS PIEDRAS,Las Piedras,Florencia García,JANICE CASTRO MARQUEZ,Secundario,9 10 11 12   EES,URBANA,ABIERTA,716-0044 - 716-0075,CALLE JOSE C BARBOSA FRENTE CENTRO PIEZAS,Las Piedras,PR,7710000,18.17793,-65.85994,0.2601370656220439,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
55350,Ponce,SANTA ISABEL,Coamo,Florencio Santiago,ANTONIO ZAYAS BERMÚDEZ,Primario,678,URBANA,ABIERTA,825-1575,CALLE JOSE I QUINTON 116 BO PUEBLO,Coamo,PR,7690000,18.07785,-66.36231,0.7635068254452974,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
71704,Bayamón,TOA BAJA,Toa Baja,Francisca Dávila Semprit,CARMEN RODRIGUEZ SUAREZ,Primario,K 1 2 3 4 5 6 7 8     EEE EEI,RURAL,ABIERTA,784-3455,CARR 866 AVE. PRINCIPAL BO SABANA SECA,Toa Baja,PR,9490000,18.4268,-66.18486,0.2746733639313365,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
27318,Caguas,GUAYAMA,Guayama,Francisco García Boyrie,CARLOS MELÉNDEZ LEÓN,Primario,K 1 2 3 4 5 6 7 8      EEI,URBANA,ABIERTA,864-3879,URB. COSTA AZUL CALLE 9,Guayama,PR,7840000,17.97575,-66.09809,0.42918649535153947,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
78733,Bayamón,BAYAMON,Bayamón III,Francisco Gaztambide Vega,ANA HILDA RIVERA DÍAZ,Secundario,9101112,RURAL,ABIERTA,799-0563,CARR 167 KM 13 HM 8 BUENA VISTA,Bayamón,PR,9590000,18.33498,-66.20119,0.35613920245217806,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
13326,Ponce,UTUADO,Utuado,Francisco Jordán,NILDA EVA HERNÁNDEZ RIVERA,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,894-7705,CARR 111 RAMAL 621,Utuado,PR,6410000,18.28343,-66.75156,0.7216998778385132,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
78956,Bayamón,COROZAL,Naranjito,Francisco López Cruz,Widalise Ortiz Berríos**,Primario,K 1 2 3 4 5       EEE,RURAL,ABIERTA,869-3230,CARR #164 KM 3 HM 1,Naranjito,PR,7190000,18.298222,-66.240345,0.3708192200242311,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70284,Bayamón,BAYAMON,Bayamón III,Francisco Manrique Cabrera,REBECCA FUENTES,Todos los niveles,6 7 8 9 10 11 12  EEI EES,URBANA,ABIERTA,797-8110,URB REXVILLE CALLE 41 FINAL,Bayamón,PR,9570000,18.36872,-66.19271,0.2670308880958577,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
65987,San Juan,CAROLINA,Carolina II,Francisco Matías Lugo,SYLVIA NUÑEZ DEL VALLE,Primario,PK K 1 2 3 4 5 6       EEE,URBANA,ABIERTA,757-0410,"CALLE ALMENDRO, VALLE ARRIBA HIGTS",Carolina,PR,9840000,18.41018,-65.97385,0.5404627904697842,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
15248,Mayagüez,SAN SEBASTIAN,Isabela,Francisco Mendoza,IRIS N. TORRES SOTO,Secundario,9 10 11 12   EES,URBANA,ABIERTA,872-2275,CALLE CORCHADO,Isabela,PR,6620000,18.50178,-67.01981,0.5710254342669803,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12062,Arecibo,MANATI,Manatí,Francisco Menéndez Balbañe,GLORIMAR FALCONI ARROYO,Primario,K 1 2 3 4 5,RURAL,ABIERTA,854-3063,CARR 667 KM 4 HM 6 BO CORTES,Manatí,PR,6740000,18.413,-66.53019,0.8753912591818626,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
71225,Bayamón,COROZAL,Naranjito,Francisco Morales,JACINTO ROBLES FERRER,Secundario,9101112,URBANA,ABIERTA,869-5277,CARR 152 CALLE GEORGETTI INTERIOR,Naranjito,PR,7190000,18.29953,-66.24925,0.26013605584832605,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70813,Bayamón,TOA BAJA,Cataño,Francisco Oller,ANA C. GARCIA MORA,Secundario,9101112,URBANA,ABIERTA,788-1696,AVE LAS NEREIDAS,Cataño,PR,9620000,18.44143,-66.12656,0.27062244120624734,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
14787,Arecibo,ARECIBO,Arecibo II,Francisco Pechín Marín,JESSICA MORALES GONZAGUE**,Primario,K 1 2 3 4 5,URBANA,ABIERTA,878-2019,URB VISTA AZUL CALLE 17,Arecibo,PR,6120000,18.47023,-66.75383,0.7527973552405137,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
58255,Ponce,SANTA ISABEL,Juana Díaz,Francisco Prado Picart,HÉCTOR BONILLA CINTRÓN,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,837-3027,BO GUAYABAL CERRO,Juana Díaz,PR,7950000,18.07391,-66.49311,0.3648670601955693,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
13151,Ponce,UTUADO,Utuado,Francisco Ramos Sánchez,NORMA NATAL RODRÍGUEZ,Primario,678,URBANA,ABIERTA,894-2470,CALLE DR CUETO,Utuado,PR,6410000,18.2667,-66.70568,0.4425525703681163,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12245,Bayamón,OROCOVIS,Morovis,Francisco Rivera Claudio,JOSÉ F. RODRÍGUEZ ROSARIO,Primario,6 7 8      EEI,URBANA,ABIERTA,862-8217,CARR 159KM 1 HM O AVE. COROZAL,Morovis,PR,00687-0000,18.32594,-66.40145,0.3488525771303979,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
76356,Bayamón,COROZAL,Naranjito,Francisco Roque Muñoz,CARMEN S. ORTIZ RIVERA,Primario,PK K 1 2 3 4 5        EEE,RURAL,ABIERTA,869-3121,CARR 814 KM 4 BO ANONES,Naranjito,PR,7190000,18.28085,-66.24554,0.8146323923592111,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
21006,Caguas,GURABO,Caguas I,Francisco Valdés Rola,*ASTRID VIERA APONTE,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,747-9464,CARR 798 KM 12 HM 5 BO. RIO CAÑAS,Caguas,PR,7250000,18.29189,-66.05016,0.6249850208961081,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
53256,Ponce,SANTA ISABEL,Villalba,Francisco Zayas Santana,HERIBERTO VÁZQUEZ LÓPEZ,Primario,6 7 8      EEI,URBANA,ABIERTA,847-2110,CARR 150 KM 5 HM I URB LA VEGA,Villalba,PR,7660000,18.12578,-66.49031,0.26755981247442523,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
66167,San Juan,SAN JUAN II,San Juan IV,Fray Bartolomé de las Casas,GLORIA ORTIZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,726-5169,AVE EDUARDO CONDE FINAL,San Juan,PR,9150000,18.43464,-66.03578,0.7929456109330986,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
30197,Humacao,FAJARDO,Fajardo,Gabino Soto,IVETTE LOZADA CASTAÑEDA,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,863-0724,CALLE IGUALDAD 174,Fajardo,PR,7380000,18.32381,-65.65645,0.7471031759225082,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
11593,Arecibo,CAMUY,Lares,Gabriela Mistral,WALDEMAR LÓPEZ ACEVEDO,Todos los niveles,789101112,RURAL,ABIERTA,829-1198,CARR 135 KM 65.6,Lares,PR,6690000,18.17848,-66.83036,0.35045299073841996,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
61382,San Juan,SAN JUAN I,San Juan II,Gabriela Mistral,Elisa Delgado Santiago**,Secundario,9 10 11 12   EES,URBANA,ABIERTA,782-4208,AVE JESUS T PIÑERO,San Juan,PR,9280000,18.40158,-66.09082,0.3170729612272351,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
62562,San Juan,SAN JUAN II,San Juan III,Gaspar Vilá Mayans,MAGALY RUIZ,Primario,K 1 2 3 4 5        EEE,URBANA,ABIERTA,767-1402,CALLE GENERAL VALERO URB. LAS DELICIAS,San Juan,PR,9840000,18.3985,-66.03019,0.6184175010082062,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
70912,Bayamón,COROZAL,Corozal,Genaro Bou,CARMEN Z. OTERO SANTIAGO,Primario,K 1 2 3 4 5        EEE,RURAL,ABIERTA,859-1566,CARR 818 INTERIOR BO CIBUCO,Corozal,PR,7830000,18.34841,-66.33589,0.3043434853743205,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
24786,Caguas,GUAYAMA,Guayama,Génaro Cautiño,VICTORIA SANTIAGO TEXIDOR,Todos los niveles,6789101112,URBANA,ABIERTA,866-4034,CALLE ASHFORD ESQ. SAN AGUSTIN,Guayama,PR,7840000,17.99037,-66.11254,0.8457747206490077,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
23309,Humacao,YABUCOA,San Lorenzo,Generoso Morales Muñoz,VALEDIS MARTÍNEZ DELGADO,Primario,6 7 8      EEI,URBANA,ABIERTA,736-6658,AVE JOSE DE DIEGO 58,San Lorenzo,PR,7540000,18.1887,-65.96106,0.28405321319193316,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
12005,Arecibo,CAMUY,Lares,George Washington,LUZ N. NIEVES VÉLEZ,Primario,K 1 2 3 4 5,RURAL,ABIERTA,897-4095,CARR 111 KM 33 HM 9 BO PUEBLO SECT BURUQUILLO,Lares,PR,6690000,,-66.89,0.8651190354878584,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
43257,Mayagüez,CABO ROJO,San Germán,Georgina Alvarado,MAGALY PABÓN RAMÍREZ,Primario,PK K 1 2 3 4 5        EEE,RURAL,ABIERTA,892-7590,CARR 330 KM 2.8 INT BO DUEY BAJO,San Germán,PR,6830000,18.13602,-67.07152,0.8228813093293347,5,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
35048,Humacao,CANOVANAS,Canóvanas,Georgina Baquero,MANUEL QUIÑONES LEBRON,Todos los niveles,K 1 2 3 4 5 6 7 8 9 10 11 12   EES,RURAL,ABIERTA,876-7807,CARR 186 KM 7 MH 1 BO CUBUY,Canóvanas,PR,7290000,18.26638,-65.87392,0.279569612879163,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
23598,Caguas,GURABO,Caguas II,Gerardo Selles Solá,ELI ENCARNACION LOPEZ,Todos los niveles,6789101112,URBANA,ABIERTA,743-3276,AVE JOSE MERCADO URB EL VERDE,Caguas,PR,7250000,18.22684,-66.03575,0.7174723361958233,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
33043,Humacao,FAJARDO,Vieques,German Rieckehoff,CARMEN V. DELERME GUTIÉRREZ,Secundario,9 10 11 12   EES,URBANA,ABIERTA,741-8340,BO. PUEBLO NUEVO,Vieques,PR,7650000,18.15216,-65.43863,0.44076307952176935,3,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
69930,San Juan,CAROLINA,Carolina II,Gilberto Concepción de Gracia,MILAGROS COLLAZO,Secundario,9 10 11 12   EES,URBANA,ABIERTA,768-2216,AVE SANCHEZ OSORIO VF,Carolina,PR,9840000,18.40046,-65.97719,0.3554646714030755,2,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
58164,Ponce,YAUCO,Guayanilla,Gloria María Borrero Oliveras,RAÚL RIVERA RODRÍGUEZ,Primario,K 1 2 3 4 5 6 7 8,RURAL,ABIERTA,835-0401,CARR #132 KM 4 HM 2 BO MACANA,Guayanilla,PR,6560000,18.05208,-66.77851,0.6708466564262591,4,2020-2021,2022-02-23T15:53:26.367Z,2022-02-23T15:53:26.367Z
